Iter_Num,LR,Loss,Elapsed Time
1,0.01,1.9866032600402832,0.3860629159025848
2,0.01,1.7562683820724487,0.429915624903515
3,0.01,1.5608187913894653,0.47205033292993903
4,0.01,1.3511043787002563,0.5145034159068018
5,0.01,1.1407760381698608,0.5591470000799745
6,0.01,0.8753790855407715,0.6042019580490887
7,0.01,0.840252161026001,0.6473827080335468
8,0.01,0.7859550714492798,0.6916587499435991
9,0.01,0.7102169394493103,0.7360319159924984
10,0.01,0.6516457796096802,0.7782680410891771
11,0.01,0.6467859745025635,0.8214947909582406
12,0.01,0.6335933208465576,0.8636392499320209
13,0.01,0.6752762794494629,0.9065556249115616
14,0.01,0.6332836747169495,0.9507210829760879
15,0.01,0.5979432463645935,0.9933780410792679
16,0.01,0.572045087814331,1.0370853750500828
17,0.01,0.5753899216651917,1.0798825831152499
18,0.01,0.5460533499717712,1.1214451659470797
19,0.01,0.5298429131507874,1.1631328330840915
20,0.01,0.5183792114257812,1.204707375029102
21,0.01,0.5199266672134399,1.2468007081188262
22,0.01,0.42513367533683777,1.2902746659237891
23,0.01,0.42588236927986145,1.334419625112787
24,0.01,0.39584946632385254,1.3769309581257403
25,0.01,0.3806610405445099,1.4242792080622166
26,0.01,0.3492394685745239,1.4756716249976307
27,0.01,0.348827987909317,1.5286114579066634
28,0.01,0.3514714241027832,1.5865542499814183
29,0.01,0.3329427242279053,1.6380033330060542
30,0.01,0.29311197996139526,1.68142629112117
31,0.01,0.2965729534626007,1.7265366250649095
32,0.01,0.318078875541687,1.8098047079984099
33,0.01,0.29480215907096863,1.8816469579469413
34,0.01,0.2646457254886627,1.9254937910009176
35,0.01,0.24602365493774414,1.9695912080351263
36,0.01,0.28075292706489563,2.0116240410134196
37,0.01,0.240409716963768,2.057564875110984
38,0.01,0.2573671340942383,2.0996172081213444
39,0.01,0.22675903141498566,2.1455735000781715
40,0.01,0.23257777094841003,2.1920172499958426
41,0.01,0.2189178764820099,2.2342147501185536
42,0.01,0.21025630831718445,2.276341832941398
43,0.01,0.20058037340641022,2.3201330830343068
44,0.01,0.20167921483516693,2.364474833011627
45,0.01,0.1738405078649521,2.407104790909216
46,0.01,0.6240109205245972,2.4468899581115693
47,0.01,0.18093650043010712,2.486351375002414
48,0.01,0.18017634749412537,2.5258995410986245
49,0.01,0.17743006348609924,2.564387582940981
50,0.01,0.16647060215473175,2.6029654159210622
51,0.01,0.16870902478694916,2.642803000053391
52,0.01,0.15924444794654846,2.683159416075796
53,0.01,0.14878837764263153,2.7230241659563035
54,0.01,0.1457371562719345,2.762855374952778
55,0.01,0.15111681818962097,2.8030404581222683
56,0.01,0.13823701441287994,2.843917000107467
57,0.01,0.14036382734775543,2.886041166028008
58,0.01,0.14282090961933136,2.928872332908213
59,0.01,0.13881437480449677,2.975907291052863
60,0.01,0.12236269563436508,3.0162657499313354
61,0.01,0.12582486867904663,3.055917040910572
62,0.01,0.12661588191986084,3.0978832500986755
63,0.01,0.13322463631629944,3.1390420000534505
64,0.01,0.11976224184036255,3.1789698330685496
65,0.01,0.11986609548330307,3.217827874934301
66,0.01,0.12543469667434692,3.2566633329261094
67,0.01,0.12410419434309006,3.296282666036859
68,0.01,0.12026821821928024,3.3347392498981208
69,0.01,0.11377653479576111,3.373694583075121
70,0.01,0.10744538903236389,3.413459707982838
71,0.01,0.10106013715267181,3.4533800000790507
72,0.01,0.11164358258247375,3.4939654159825295
73,0.01,0.10807772725820541,3.533413707977161
74,0.01,0.10124146193265915,3.573122125118971
